transaction_id,customer_id,date,service_name,amount,estimated_margin_pct,quantity
TXN-00356,CUST-0028,2025-09-22,Course Enrollment,983.11,20.0,1
TXN-00357,CUST-0082,2025-12-25,Executive Coaching,15452.04,35.0,1
TXN-00358,CUST-0079,2024-09-18,Corporate Training,3842.05,22.0,1
TXN-00359,CUST-0102,2025-01-17,PPC Campaign,21044.32,18.0,2
TXN-00360,CUST-0035,2024-03-14,Corporate Training,16837.19,22.0,1
TXN-00361,CUST-0017,2025-09-15,Executive Coaching,17525.09,35.0,1
TXN-00362,CUST-0085,2025-10-09,Consultation Fee,2067.48,32.0,1
TXN-00363,CUST-0194,2024-11-09,Monthly Subscription,430.71,40.0,1
TXN-00364,CUST-0039,2024-06-25,Hourly Consultation,1933.06,35.0,1
TXN-00365,CUST-0096,2024-12-21,Executive Coaching,18225.28,35.0,1
TXN-00366,CUST-0048,2024-03-18,Social Media Mgmt,8047.35,22.0,1
TXN-00367,CUST-0158,2025-03-08,Premium Membership,299.29,18.0,1
TXN-00368,CUST-0123,2025-09-02,Website Development,20502.14,25.0,1
TXN-00369,CUST-0166,2025-12-19,Patient Consultation,402.41,30.0,1
TXN-00370,CUST-0028,2025-07-09,Workshop Ticket,1342.86,25.0,1
TXN-00371,CUST-0038,2024-07-26,Monthly Subscription,179.64,40.0,1
TXN-00372,CUST-0137,2024-05-31,Valuation Report,3801.24,35.0,1
TXN-00373,CUST-0195,2024-10-23,Product Sale,253.26,15.0,2
TXN-00374,CUST-0102,2025-03-27,SEO Package,8633.24,20.0,1
TXN-00375,CUST-0198,2025-04-21,Executive Coaching,9197.2,35.0,1
TXN-00376,CUST-0067,2025-10-30,PPC Campaign,8065.18,18.0,1
TXN-00377,CUST-0081,2025-09-14,Enterprise License,15511.56,35.0,1
TXN-00378,CUST-0170,2024-10-07,SEO Package,1759.52,20.0,1
TXN-00379,CUST-0197,2024-09-30,PPC Campaign,18484.39,18.0,1
TXN-00380,CUST-0062,2025-07-15,Retainer,10197.33,28.0,1
TXN-00381,CUST-0056,2025-11-12,Hourly Consultation,827.31,35.0,1
TXN-00382,CUST-0146,2025-12-10,PPC Campaign,15175.72,18.0,1
TXN-00383,CUST-0084,2024-11-03,Premium Membership,765.48,18.0,1
TXN-00384,CUST-0062,2025-03-20,Retainer,16966.31,28.0,1
TXN-00385,CUST-0050,2025-11-08,Process Optimization,42519.87,22.0,1
TXN-00386,CUST-0036,2025-09-23,Enterprise License,52731.67,35.0,1
TXN-00387,CUST-0177,2025-07-16,Website Development,6150.03,25.0,1
TXN-00388,CUST-0016,2024-04-25,Contract Review,5186.3,30.0,1
TXN-00389,CUST-0132,2024-09-01,Social Media Mgmt,9503.26,22.0,1
TXN-00390,CUST-0133,2024-04-29,Bulk Order,14647.87,12.0,1
TXN-00391,CUST-0158,2025-12-11,Bulk Order,6297.87,12.0,1
TXN-00392,CUST-0166,2025-11-07,Telemedicine Plan,1907.42,28.0,1
TXN-00393,CUST-0163,2024-12-26,Executive Coaching,6121.15,35.0,2
TXN-00394,CUST-0031,2025-07-17,Property Listing,2309.81,30.0,1
TXN-00395,CUST-0193,2024-06-08,Executive Coaching,13636.14,35.0,2
TXN-00396,CUST-0157,2024-12-26,Website Development,7531.2,25.0,1
TXN-00397,CUST-0016,2024-02-18,Litigation Support,57546.87,25.0,1
TXN-00398,CUST-0046,2024-10-30,Social Media Mgmt,2629.17,22.0,1
TXN-00399,CUST-0113,2024-05-01,Enterprise License,17752.32,35.0,1
TXN-00400,CUST-0096,2025-10-16,Strategy Session,2463.77,30.0,1
TXN-00401,CUST-0055,2024-09-29,PPC Campaign,7201.27,18.0,1
TXN-00402,CUST-0063,2025-04-28,Website Development,29175.94,25.0,1
TXN-00403,CUST-0130,2025-05-29,Executive Coaching,9143.38,35.0,1
TXN-00404,CUST-0197,2024-08-26,PPC Campaign,6179.57,18.0,1
TXN-00405,CUST-0147,2024-07-31,Strategy Session,4262.95,30.0,1
TXN-00406,CUST-0008,2024-12-17,SEO Package,4427.74,20.0,1
TXN-00407,CUST-0014,2025-03-09,Valuation Report,2309.81,35.0,1
TXN-00408,CUST-0128,2024-09-07,PPC Campaign,24591.86,18.0,1
TXN-00409,CUST-0130,2024-08-19,Executive Coaching,18138.59,35.0,1
TXN-00410,CUST-0159,2025-02-15,Strategy Session,8589.31,30.0,1
TXN-00411,CUST-0122,2025-04-20,Contract Review,10152.68,30.0,1
TXN-00412,CUST-0005,2025-11-03,Social Media Mgmt,3602.14,22.0,1
TXN-00413,CUST-0072,2025-12-04,Property Management,6945.32,25.0,1
TXN-00414,CUST-0141,2024-07-30,Process Optimization,31452.4,22.0,1
TXN-00415,CUST-0197,2024-11-04,PPC Campaign,22368.6,18.0,1
TXN-00416,CUST-0133,2024-07-26,Bulk Order,23946.77,12.0,1
TXN-00417,CUST-0030,2025-08-05,Website Development,14558.49,25.0,1
TXN-00418,CUST-0171,2025-12-15,Property Listing,4024.88,30.0,1
TXN-00419,CUST-0143,2024-08-17,Property Management,1697.23,25.0,1
TXN-00420,CUST-0042,2025-12-27,Property Management,8755.09,25.0,1
TXN-00421,CUST-0197,2024-09-15,Social Media Mgmt,9395.11,22.0,1
TXN-00422,CUST-0060,2024-06-02,Property Listing,3080.31,30.0,1
TXN-00423,CUST-0052,2024-03-01,Consultation Fee,2350.24,32.0,1
TXN-00424,CUST-0035,2024-05-04,Course Enrollment,769.88,20.0,1
TXN-00425,CUST-0079,2025-11-30,Workshop Ticket,185.03,25.0,1
TXN-00426,CUST-0162,2024-11-02,Course Enrollment,324.15,20.0,1
TXN-00427,CUST-0190,2025-12-29,Consultation Fee,1023.51,32.0,1
TXN-00428,CUST-0093,2025-09-10,Property Listing,2518.28,30.0,1
TXN-00429,CUST-0023,2025-08-25,Contract Review,2406.91,30.0,1
TXN-00430,CUST-0047,2024-10-02,Bulk Order,41032.16,12.0,1
TXN-00431,CUST-0098,2025-02-05,Litigation Support,52110.45,25.0,1
TXN-00432,CUST-0141,2025-12-19,Process Optimization,21690.19,22.0,1
TXN-00433,CUST-0069,2025-11-16,Bulk Order,8925.9,12.0,3
TXN-00434,CUST-0108,2025-10-21,Annual Subscription,2451.33,28.0,1
TXN-00435,CUST-0137,2024-04-07,Consultation Fee,1705.66,32.0,1
TXN-00436,CUST-0033,2025-02-25,Subscription Box,72.26,20.0,2
TXN-00437,CUST-0060,2024-06-29,Consultation Fee,1918.56,32.0,1
TXN-00438,CUST-0080,2025-02-13,Annual Subscription,3046.91,45.0,1
TXN-00439,CUST-0167,2025-06-25,PPC Campaign,9701.9,18.0,1
TXN-00440,CUST-0002,2025-10-05,Subscription Box,99.38,20.0,1
TXN-00441,CUST-0045,2024-08-07,Property Management,10052.28,25.0,1
TXN-00442,CUST-0104,2025-06-07,Strategy Session,3366.34,30.0,1
TXN-00443,CUST-0138,2025-12-05,Litigation Support,85691.51,25.0,1
TXN-00444,CUST-0051,2024-12-21,Implementation Fee,9152.04,20.0,1
TXN-00445,CUST-0175,2025-05-29,Telemedicine Plan,1981.15,28.0,1
TXN-00446,CUST-0178,2024-05-09,Social Media Mgmt,3076.98,22.0,1
TXN-00447,CUST-0026,2025-01-02,Strategy Session,7561.37,30.0,1
TXN-00448,CUST-0127,2024-07-28,Enterprise License,16921.18,35.0,1
TXN-00449,CUST-0152,2025-07-29,Litigation Support,62571.77,25.0,1
TXN-00450,CUST-0079,2025-12-07,Annual Subscription,2234.94,28.0,1
TXN-00451,CUST-0126,2025-12-23,Market Analysis,18090.79,28.0,1
TXN-00452,CUST-0193,2024-10-18,Executive Coaching,4793.06,35.0,1
TXN-00453,CUST-0018,2025-01-28,Consultation Fee,942.66,32.0,1
TXN-00454,CUST-0052,2024-01-28,Valuation Report,3764.51,35.0,1
TXN-00455,CUST-0036,2024-10-17,Enterprise License,17070.68,35.0,1
TXN-00456,CUST-0125,2024-08-06,PPC Campaign,5610.99,18.0,1
TXN-00457,CUST-0181,2024-09-14,Annual Subscription,2527.23,28.0,1
TXN-00458,CUST-0168,2024-11-30,Social Media Mgmt,8655.84,22.0,1
TXN-00459,CUST-0143,2025-04-08,Property Management,1517.16,25.0,1
TXN-00460,CUST-0165,2025-11-04,SEO Package,6029.41,20.0,1
TXN-00461,CUST-0032,2025-01-12,PPC Campaign,20351.38,18.0,1
TXN-00462,CUST-0125,2024-08-26,SEO Package,5163.4,20.0,1
TXN-00463,CUST-0133,2024-05-27,Bulk Order,39441.38,12.0,1
TXN-00464,CUST-0065,2025-06-09,Product Sale,111.91,15.0,1
TXN-00465,CUST-0038,2025-02-06,Enterprise License,13533.16,35.0,1
TXN-00466,CUST-0006,2024-07-20,Annual Subscription,3028.3,28.0,1
TXN-00467,CUST-0074,2025-09-03,Retainer,9415.48,28.0,2
TXN-00468,CUST-0114,2025-11-23,Executive Coaching,16412.16,35.0,1
TXN-00469,CUST-0155,2025-11-07,Workshop Ticket,392.05,25.0,1
TXN-00470,CUST-0088,2025-07-23,PPC Campaign,14877.22,18.0,1
TXN-00471,CUST-0059,2024-06-19,Patient Consultation,197.38,30.0,1
TXN-00472,CUST-0023,2024-10-13,Contract Review,7951.02,30.0,1
TXN-00473,CUST-0163,2024-08-12,Process Optimization,54628.2,22.0,1
TXN-00474,CUST-0024,2025-07-23,Website Development,45188.03,25.0,1
TXN-00475,CUST-0195,2025-07-21,Bulk Order,9618.23,12.0,1
TXN-00476,CUST-0117,2025-10-15,Monthly Subscription,456.62,40.0,1
TXN-00477,CUST-0115,2024-12-05,Consultation Fee,1823.83,32.0,1
TXN-00478,CUST-0017,2025-04-14,Strategy Session,1833.05,30.0,1
TXN-00479,CUST-0046,2024-10-11,SEO Package,4139.59,20.0,1
TXN-00480,CUST-0165,2025-10-27,PPC Campaign,18395.51,18.0,1
TXN-00481,CUST-0160,2025-09-14,SEO Package,5717.8,20.0,1
TXN-00482,CUST-0177,2025-08-11,Website Development,31839.82,25.0,1
TXN-00483,CUST-0185,2025-12-12,Implementation Fee,18635.06,20.0,1
TXN-00484,CUST-0066,2024-07-29,Enterprise License,16375.66,35.0,1
TXN-00485,CUST-0038,2024-05-25,Enterprise License,49656.38,35.0,3
TXN-00486,CUST-0181,2025-09-23,Annual Subscription,4497.32,28.0,1
TXN-00487,CUST-0053,2025-12-29,Monthly Subscription,163.4,40.0,1
TXN-00488,CUST-0164,2024-04-27,Corporate Training,13052.66,22.0,1
TXN-00489,CUST-0106,2024-09-03,Annual Subscription,1335.42,28.0,1
TXN-00490,CUST-0050,2025-01-20,Process Optimization,63541.31,22.0,1
TXN-00491,CUST-0035,2025-04-28,Annual Subscription,2354.87,28.0,1
TXN-00492,CUST-0101,2024-08-06,Property Listing,2127.93,30.0,1
TXN-00493,CUST-0016,2024-03-12,Hourly Consultation,1272.3,35.0,1
TXN-00494,CUST-0102,2025-06-03,SEO Package,4880.68,20.0,1
TXN-00495,CUST-0153,2025-01-10,Telemedicine Plan,3004.8,28.0,1
TXN-00496,CUST-0087,2024-09-01,Subscription Box,184.06,20.0,1
TXN-00497,CUST-0066,2025-03-08,Monthly Subscription,332.98,40.0,1
TXN-00498,CUST-0012,2025-12-02,Bulk Order,36925.21,12.0,1
TXN-00499,CUST-0138,2024-07-03,Hourly Consultation,685.74,35.0,1
TXN-00500,CUST-0170,2025-10-03,Website Development,15858.02,25.0,1
TXN-00501,CUST-0030,2024-08-28,PPC Campaign,21476.3,18.0,2
TXN-00502,CUST-0067,2025-03-06,SEO Package,8758.49,20.0,1
TXN-00503,CUST-0019,2025-08-28,Valuation Report,4045.95,35.0,1
TXN-00504,CUST-0035,2025-06-14,Course Enrollment,951.01,20.0,1
TXN-00505,CUST-0062,2024-11-23,Hourly Consultation,2327.52,35.0,1
TXN-00506,CUST-0151,2025-07-08,Litigation Support,64146.26,25.0,1
TXN-00507,CUST-0008,2024-09-06,Website Development,35853.99,25.0,1
TXN-00508,CUST-0132,2025-05-31,Social Media Mgmt,5890.84,22.0,1
TXN-00509,CUST-0059,2024-08-10,Telemedicine Plan,875.21,28.0,1
TXN-00510,CUST-0136,2025-03-18,Valuation Report,1264.35,35.0,1
TXN-00511,CUST-0078,2024-09-15,Consultation Fee,1263.38,32.0,1
TXN-00512,CUST-0134,2025-09-23,SEO Package,5111.79,20.0,1
TXN-00513,CUST-0166,2025-12-03,Wellness Program,4061.37,25.0,2
TXN-00514,CUST-0029,2025-09-24,Corporate Health,29945.91,22.0,1
TXN-00515,CUST-0113,2024-02-27,Annual Subscription,1832.67,45.0,2
TXN-00516,CUST-0199,2025-03-08,SEO Package,2055.19,20.0,1
TXN-00517,CUST-0055,2024-07-02,SEO Package,7103.97,20.0,1
TXN-00518,CUST-0168,2025-06-24,Website Development,28055.49,25.0,1
TXN-00519,CUST-0026,2024-02-09,Executive Coaching,6132.31,35.0,2
TXN-00520,CUST-0077,2025-12-28,Wellness Program,12887.82,25.0,2
TXN-00521,CUST-0146,2024-03-14,PPC Campaign,24694.61,18.0,1
TXN-00522,CUST-0061,2025-11-22,Market Analysis,14855.33,28.0,1
TXN-00523,CUST-0190,2025-12-11,Property Management,4325.04,25.0,1
TXN-00524,CUST-0174,2025-12-25,Consultation Fee,3367.45,32.0,1
TXN-00525,CUST-0057,2025-12-01,Social Media Mgmt,6852.84,22.0,1
TXN-00526,CUST-0124,2025-08-03,Consultation Fee,1249.01,32.0,1
TXN-00527,CUST-0090,2024-07-26,Process Optimization,28887.06,22.0,1
TXN-00528,CUST-0069,2025-11-20,Product Sale,330.12,15.0,1
TXN-00529,CUST-0038,2025-08-06,Implementation Fee,10064.45,20.0,1
TXN-00530,CUST-0110,2025-02-15,Social Media Mgmt,8403.52,22.0,1
TXN-00531,CUST-0069,2025-10-12,Subscription Box,170.29,20.0,1
TXN-00532,CUST-0179,2024-03-20,Course Enrollment,2785.4,20.0,3
TXN-00533,CUST-0075,2024-10-12,Retainer,23637.2,28.0,1
TXN-00534,CUST-0193,2024-11-22,Process Optimization,54425.3,22.0,1
TXN-00535,CUST-0109,2025-10-12,Social Media Mgmt,5960.19,22.0,1
TXN-00536,CUST-0131,2025-04-17,Implementation Fee,11789.93,20.0,3
TXN-00537,CUST-0050,2025-09-22,Process Optimization,19056.43,22.0,1
TXN-00538,CUST-0089,2025-12-21,Executive Coaching,12359.41,35.0,1
TXN-00539,CUST-0165,2025-11-28,Social Media Mgmt,5685.96,22.0,1
TXN-00540,CUST-0160,2024-11-08,SEO Package,2919.4,20.0,1
TXN-00541,CUST-0073,2024-07-16,PPC Campaign,7405.43,18.0,1
TXN-00542,CUST-0004,2024-07-09,PPC Campaign,12097.63,18.0,1
TXN-00543,CUST-0182,2024-12-25,Hourly Consultation,689.61,35.0,1
TXN-00544,CUST-0127,2025-02-08,Annual Subscription,1450.96,45.0,1
TXN-00545,CUST-0043,2024-12-17,Bulk Order,18982.15,12.0,1
TXN-00546,CUST-0005,2025-06-15,Social Media Mgmt,10835.22,22.0,1
TXN-00547,CUST-0037,2024-05-01,Corporate Training,13824.8,22.0,1
TXN-00548,CUST-0162,2025-10-04,Corporate Training,21183.72,22.0,1
TXN-00549,CUST-0120,2024-10-13,Website Development,9941.95,25.0,1
TXN-00550,CUST-0022,2025-09-27,Annual Subscription,1965.45,28.0,1
TXN-00551,CUST-0198,2024-10-06,Process Optimization,48266.11,22.0,1
TXN-00552,CUST-0071,2024-07-31,Website Development,14831.07,25.0,1
TXN-00553,CUST-0185,2025-12-01,Monthly Subscription,233.12,40.0,1
TXN-00554,CUST-0042,2025-10-26,Consultation Fee,728.04,32.0,1
TXN-00555,CUST-0148,2024-12-27,Premium Membership,131.2,18.0,1
TXN-00556,CUST-0010,2025-04-15,Annual Subscription,2313.52,45.0,1
TXN-00557,CUST-0153,2025-03-20,Telemedicine Plan,1787.74,28.0,1
TXN-00558,CUST-0181,2025-06-21,Workshop Ticket,687.93,25.0,1
TXN-00559,CUST-0048,2025-06-17,SEO Package,7450.05,20.0,1
TXN-00560,CUST-0177,2025-09-29,Social Media Mgmt,2351.91,22.0,1
TXN-00561,CUST-0171,2025-12-22,Property Management,6864.17,25.0,1
TXN-00562,CUST-0111,2025-07-25,Monthly Subscription,409.43,40.0,2
TXN-00563,CUST-0150,2025-05-17,Patient Consultation,319.15,30.0,1
TXN-00564,CUST-0128,2024-08-10,Social Media Mgmt,6738.68,22.0,2
TXN-00565,CUST-0006,2024-06-23,Annual Subscription,2619.18,28.0,1
TXN-00566,CUST-0151,2024-10-27,Hourly Consultation,2187.37,35.0,1
TXN-00567,CUST-0113,2025-05-02,Enterprise License,39194.34,35.0,1
TXN-00568,CUST-0011,2024-04-12,SEO Package,5304.41,20.0,1
TXN-00569,CUST-0017,2025-02-18,Strategy Session,15267.96,30.0,1
TXN-00570,CUST-0009,2025-12-30,Litigation Support,15770.76,25.0,1
TXN-00571,CUST-0087,2025-12-26,Premium Membership,839.77,18.0,1
TXN-00572,CUST-0043,2025-09-08,Bulk Order,32905.2,12.0,2
TXN-00573,CUST-0038,2025-06-21,Annual Subscription,3335.31,45.0,1
TXN-00574,CUST-0139,2025-11-28,Workshop Ticket,884.69,25.0,1
TXN-00575,CUST-0082,2025-12-04,Market Analysis,22087.85,28.0,3
TXN-00576,CUST-0008,2025-01-08,Social Media Mgmt,7055.15,22.0,1
TXN-00577,CUST-0011,2024-12-26,Social Media Mgmt,6081.41,22.0,1
TXN-00578,CUST-0026,2025-04-20,Market Analysis,12972.54,28.0,1
TXN-00579,CUST-0122,2025-07-13,Litigation Support,11807.19,25.0,1
TXN-00580,CUST-0095,2025-12-01,Bulk Order,40878.75,12.0,1
TXN-00581,CUST-0045,2024-08-06,Valuation Report,1307.92,35.0,1
TXN-00582,CUST-0055,2024-08-22,Social Media Mgmt,3455.59,22.0,1
TXN-00583,CUST-0173,2024-12-05,Website Development,37462.6,25.0,1
TXN-00584,CUST-0057,2025-12-01,PPC Campaign,13036.61,18.0,3
TXN-00585,CUST-0146,2024-03-03,Website Development,27403.51,25.0,1
TXN-00586,CUST-0005,2024-05-27,SEO Package,2646.88,20.0,1
TXN-00587,CUST-0087,2025-12-15,Subscription Box,148.18,20.0,3
TXN-00588,CUST-0171,2025-12-22,Consultation Fee,892.0,32.0,1
TXN-00589,CUST-0036,2024-12-26,Enterprise License,17771.5,35.0,1
TXN-00590,CUST-0187,2024-11-02,Course Enrollment,2044.24,20.0,1
TXN-00591,CUST-0174,2025-01-05,Consultation Fee,1281.61,32.0,1
TXN-00592,CUST-0148,2025-06-16,Product Sale,34.18,15.0,1
TXN-00593,CUST-0153,2025-06-17,Telemedicine Plan,670.16,28.0,1
TXN-00594,CUST-0169,2025-10-16,Strategy Session,8913.64,30.0,1
TXN-00595,CUST-0100,2025-10-29,PPC Campaign,4778.31,18.0,1
TXN-00596,CUST-0172,2024-08-06,Enterprise License,44987.93,35.0,2
TXN-00597,CUST-0185,2025-12-20,Enterprise License,14292.1,35.0,3
TXN-00598,CUST-0090,2024-02-19,Executive Coaching,7419.75,35.0,1
TXN-00599,CUST-0047,2025-03-12,Premium Membership,708.05,18.0,1
TXN-00600,CUST-0056,2024-11-26,Hourly Consultation,3207.03,35.0,1
TXN-00601,CUST-0167,2025-10-03,SEO Package,3773.08,20.0,1
TXN-00602,CUST-0165,2025-11-16,PPC Campaign,10614.7,18.0,1
TXN-00603,CUST-0049,2025-08-26,Monthly Subscription,85.61,40.0,1
TXN-00604,CUST-0127,2024-09-25,Enterprise License,44586.12,35.0,1
TXN-00605,CUST-0163,2025-05-31,Market Analysis,22885.64,28.0,1
TXN-00606,CUST-0121,2025-04-02,Hourly Consultation,2624.59,35.0,1
TXN-00607,CUST-0095,2025-05-04,Bulk Order,18473.06,12.0,1
TXN-00608,CUST-0056,2025-12-22,Litigation Support,41295.74,25.0,1
TXN-00609,CUST-0058,2024-07-24,PPC Campaign,4295.46,18.0,1
TXN-00610,CUST-0044,2025-09-08,Hourly Consultation,1215.36,35.0,1
TXN-00611,CUST-0175,2025-07-09,Wellness Program,4576.94,25.0,2
TXN-00612,CUST-0029,2025-09-11,Patient Consultation,368.58,30.0,1
TXN-00613,CUST-0067,2025-05-06,Website Development,6939.15,25.0,1
TXN-00614,CUST-0090,2024-03-22,Process Optimization,22145.3,22.0,1
TXN-00615,CUST-0126,2025-06-05,Executive Coaching,7134.65,35.0,1
TXN-00616,CUST-0109,2025-11-07,Website Development,6727.61,25.0,1
TXN-00617,CUST-0076,2024-07-30,Monthly Subscription,251.61,40.0,1
TXN-00618,CUST-0096,2025-05-20,Market Analysis,24221.62,28.0,2
TXN-00619,CUST-0158,2025-08-26,Subscription Box,100.91,20.0,1
TXN-00620,CUST-0195,2025-11-15,Bulk Order,48349.18,12.0,2
TXN-00621,CUST-0181,2024-10-31,Annual Subscription,2644.09,28.0,1
TXN-00622,CUST-0034,2025-06-10,Litigation Support,39640.32,25.0,1
TXN-00623,CUST-0162,2024-10-25,Annual Subscription,2046.9,28.0,1
TXN-00624,CUST-0183,2025-07-02,Workshop Ticket,361.72,25.0,1
TXN-00625,CUST-0074,2025-09-21,Retainer,21922.94,28.0,1
TXN-00626,CUST-0092,2025-09-08,Hourly Consultation,1404.08,35.0,1
TXN-00627,CUST-0028,2025-10-24,Annual Subscription,1013.76,28.0,1
TXN-00628,CUST-0171,2025-11-27,Consultation Fee,908.11,32.0,1
TXN-00629,CUST-0110,2025-04-13,Social Media Mgmt,6913.19,22.0,1
TXN-00630,CUST-0102,2025-11-17,Website Development,12221.44,25.0,1
TXN-00631,CUST-0182,2024-11-03,Litigation Support,41032.36,25.0,1
TXN-00632,CUST-0196,2025-12-27,Wellness Program,5044.59,25.0,1
TXN-00633,CUST-0005,2024-11-18,PPC Campaign,14832.84,18.0,1
TXN-00634,CUST-0117,2025-07-03,Implementation Fee,14601.15,20.0,1
TXN-00635,CUST-0176,2025-02-06,Wellness Program,15715.31,25.0,1
TXN-00636,CUST-0003,2025-11-13,Social Media Mgmt,2963.58,22.0,1
TXN-00637,CUST-0116,2024-11-12,Product Sale,325.07,15.0,1
TXN-00638,CUST-0008,2025-02-21,Social Media Mgmt,4908.85,22.0,1
TXN-00639,CUST-0026,2024-03-05,Process Optimization,39207.67,22.0,1
TXN-00640,CUST-0190,2025-12-16,Property Listing,618.74,30.0,1
TXN-00641,CUST-0009,2025-11-13,Retainer,6980.79,28.0,2
TXN-00642,CUST-0070,2024-12-12,Enterprise License,6652.78,35.0,1
TXN-00643,CUST-0087,2025-03-22,Subscription Box,90.18,20.0,1
TXN-00644,CUST-0072,2025-11-26,Property Listing,4824.59,30.0,1
TXN-00645,CUST-0119,2024-06-19,Annual Subscription,2089.98,28.0,1
TXN-00646,CUST-0033,2024-11-22,Product Sale,166.24,15.0,1
TXN-00647,CUST-0052,2024-03-06,Property Management,6225.27,25.0,1
TXN-00648,CUST-0141,2024-11-18,Strategy Session,9537.3,30.0,1
TXN-00649,CUST-0168,2024-12-18,Website Development,13575.17,25.0,1
TXN-00650,CUST-0087,2025-02-01,Premium Membership,400.43,18.0,1
TXN-00651,CUST-0050,2025-12-12,Market Analysis,19070.51,28.0,1
TXN-00652,CUST-0180,2025-09-24,Subscription Box,42.33,20.0,1
TXN-00653,CUST-0005,2025-07-27,SEO Package,4444.44,20.0,1
TXN-00654,CUST-0177,2025-07-07,Website Development,18830.78,25.0,1
TXN-00655,CUST-0078,2024-09-15,Property Management,5947.05,25.0,1
TXN-00656,CUST-0020,2025-08-28,Property Management,1360.97,25.0,1
TXN-00657,CUST-0113,2024-08-02,Annual Subscription,4292.59,45.0,1
TXN-00658,CUST-0061,2024-12-24,Process Optimization,40712.82,22.0,1
TXN-00659,CUST-0142,2025-12-30,SEO Package,7313.36,20.0,1
TXN-00660,CUST-0130,2025-07-09,Strategy Session,14394.49,30.0,1
TXN-00661,CUST-0035,2025-07-31,Corporate Training,6635.18,22.0,1
TXN-00662,CUST-0048,2024-04-20,SEO Package,5792.53,20.0,1
TXN-00663,CUST-0010,2025-08-23,Annual Subscription,4518.37,45.0,2
TXN-00664,CUST-0112,2025-07-09,Process Optimization,51391.22,22.0,1
TXN-00665,CUST-0047,2025-09-28,Subscription Box,114.47,20.0,1
TXN-00666,CUST-0190,2025-12-22,Property Listing,1636.29,30.0,1
TXN-00667,CUST-0137,2024-07-21,Property Listing,2336.52,30.0,1
TXN-00668,CUST-0164,2024-04-05,Workshop Ticket,775.9,25.0,1
TXN-00669,CUST-0033,2025-04-10,Product Sale,197.11,15.0,1
TXN-00670,CUST-0124,2025-02-27,Valuation Report,2149.51,35.0,1
TXN-00671,CUST-0021,2024-08-29,Market Analysis,5325.73,28.0,3
TXN-00672,CUST-0029,2025-11-10,Telemedicine Plan,1116.53,28.0,1
TXN-00673,CUST-0169,2025-06-24,Strategy Session,10558.73,30.0,1
TXN-00674,CUST-0042,2025-07-01,Property Management,5131.86,25.0,1
TXN-00675,CUST-0004,2024-10-17,Social Media Mgmt,4334.68,22.0,1
TXN-00676,CUST-0125,2024-10-17,Website Development,5128.13,25.0,1
TXN-00677,CUST-0158,2025-10-11,Subscription Box,157.44,20.0,1
TXN-00678,CUST-0001,2024-10-29,Bulk Order,22551.78,12.0,1
TXN-00679,CUST-0051,2025-01-21,Monthly Subscription,228.23,40.0,1
TXN-00680,CUST-0066,2024-09-16,Monthly Subscription,303.29,40.0,1
TXN-00681,CUST-0045,2024-08-11,Consultation Fee,1040.58,32.0,1
TXN-00682,CUST-0064,2025-12-02,Corporate Health,31279.83,22.0,1
TXN-00683,CUST-0089,2025-12-25,Process Optimization,45410.59,22.0,1
TXN-00684,CUST-0184,2024-05-18,Monthly Subscription,264.94,40.0,1
TXN-00685,CUST-0084,2025-01-30,Bulk Order,23554.33,12.0,1
TXN-00686,CUST-0066,2024-10-27,Annual Subscription,2772.62,45.0,1
TXN-00687,CUST-0013,2024-10-09,Website Development,5087.09,25.0,1
TXN-00688,CUST-0070,2025-06-01,Enterprise License,29398.23,35.0,1
TXN-00689,CUST-0149,2024-12-16,Bulk Order,15785.29,12.0,1
TXN-00690,CUST-0083,2025-12-20,Strategy Session,3724.64,30.0,1
TXN-00691,CUST-0182,2025-04-22,Hourly Consultation,799.99,35.0,1
TXN-00692,CUST-0169,2025-03-31,Executive Coaching,9634.18,35.0,1
TXN-00693,CUST-0176,2025-07-23,Corporate Health,36930.38,22.0,1
TXN-00694,CUST-0122,2025-07-19,Retainer,16761.4,28.0,1
TXN-00695,CUST-0143,2025-11-21,Property Listing,1559.1,30.0,1
TXN-00696,CUST-0014,2025-12-17,Consultation Fee,679.19,32.0,1
TXN-00697,CUST-0161,2025-10-28,Annual Subscription,892.89,28.0,1
TXN-00698,CUST-0148,2024-10-21,Product Sale,262.03,15.0,1
TXN-00699,CUST-0130,2024-05-31,Strategy Session,5797.45,30.0,1
TXN-00700,CUST-0151,2025-02-06,Litigation Support,20153.56,25.0,2
TXN-00701,CUST-0188,2024-08-11,Workshop Ticket,796.17,25.0,1
TXN-00702,CUST-0040,2024-10-17,Patient Consultation,159.65,30.0,1
TXN-00703,CUST-0152,2025-07-14,Contract Review,1671.17,30.0,1
TXN-00704,CUST-0102,2025-05-10,Social Media Mgmt,12885.28,22.0,1
TXN-00705,CUST-0003,2025-02-16,Social Media Mgmt,7354.14,22.0,1
TXN-00706,CUST-0003,2025-02-23,PPC Campaign,8151.2,18.0,3
TXN-00707,CUST-0117,2025-04-03,Enterprise License,27590.8,35.0,1
TXN-00708,CUST-0140,2025-12-26,Consultation Fee,2555.63,32.0,1
TXN-00709,CUST-0121,2025-04-15,Retainer,17404.08,28.0,1
TXN-00710,CUST-0081,2025-10-19,Monthly Subscription,167.35,40.0,1
